0,0,0,0,0,0
76.2,0,-25.4,77.129,-0.85794,-25.164
270.14,0,65.4,269.22,-0.0028165,65.045
44.614,0,29.8,45.539,-1.2677e-05,30.027
258.9,0,89.4,257.99,-2.5003e-08,89.23
