-874.25,-919.5,2205.5,0,0,0,0.056115
-874.75,-920.5,2194.8,0,0,0,0.061315
-874.75,-920.5,2194.8,0,0,0,0.065482
-874.75,-920.5,2194.8,0,0,0,0.069621
-874.75,-920.5,2194.8,0,0,0,0.075365
-874.75,-920.5,2194.8,0,0,0,0.079289
-874.75,-920.5,2194.8,0,0,0,0.083233
-874.75,-920.5,2194.8,0,0,0,0.087226
-874.75,-920.5,2194.8,0,0,0,0.09114
-874.75,-920.5,2194.8,0,0,0,0.095075
-874.75,-920.5,2194.8,0,0,0,0.099033
-874.75,-920.5,2194.8,0,0,0,0.10293
-874.75,-920.5,2194.8,0,0,0,0.10685
-874.75,-920.5,2194.8,0,0,0,0.11079
-874.75,-920.5,2194.8,0,0,0,0.11467
-874.75,-920.5,2194.8,0,0,0,0.11857
-874.75,-920.5,2194.8,0,0,0,0.12248
-874.75,-920.5,2194.8,0,0,0,0.12652
-874.75,-920.5,2194.8,0,0,0,0.13047
-874.75,-920.5,2194.8,0,0,0,0.13438
-874.75,-920.5,2194.8,0,0,0,0.13823
-874.75,-920.5,2194.8,0,0,0,0.14214
-874.75,-920.5,2194.8,0,0,0,0.1462
-874.75,-920.5,2194.8,0,0,0,0.15019
-874.75,-920.5,2194.8,0,0,0,0.15422
-874.75,-920.5,2194.8,0,0,0,0.15812
-874.75,-920.5,2194.8,0,0,0,0.16198
-874.75,-920.5,2194.8,0,0,0,0.16593
-874.75,-920.5,2194.8,0,0,0,0.16982
-875,-920.75,2196.8,0,0,0,0.17368
-875,-920.75,2196.8,0,0,0,0.17755
-875,-920.75,2196.8,0,0,0,0.18143
-875,-920.75,2196.8,0,0,0,0.18526
-875,-920.75,2196.8,0,0,0,0.18915
-875,-920.75,2196.8,0,0,0,0.19303
-875,-920.75,2196.8,0,0,0,0.19686
-875,-920.75,2196.8,0,0,0,0.20076
-875,-920.75,2196.8,0,0,0,0.20459
-875,-920.75,2196.8,0,0,0,0.20846
-875,-920.75,2196.8,0,0,0,0.21236
-875,-920.75,2196.8,0,0,0,0.21624
-875,-920.75,2196.8,0,0,0,0.22016
-875,-920.75,2196.8,0,0,0,0.22409
-875,-920.75,2196.8,0,0,0,0.22795
-875,-920.75,2196.8,0,0,0,0.23184
-875,-920.75,2196.8,0,0,0,0.23575
-875,-920.75,2196.8,0,0,0,0.23966
-875,-920.75,2196.8,0,0,0,0.2435
-875,-920.75,2196.8,0,0,0,0.2474
-875,-920.75,2196.8,0,0,0,0.25127
-875,-920.75,2196.8,0,0,0,0.25511
-875,-920.75,2196.8,0,0,0,0.25899
-875,-920.75,2196.8,0,0,0,0.26283
-875,-920.75,2196.8,0,0,0,0.26666
-875,-920.75,2196.8,0,0,0,0.2706
-875,-920.75,2196.8,0,0,0,0.27459
-875,-920.75,2196.8,0,0,0,0.2785
-875,-920.75,2196.8,0,0,0,0.28232
-875.25,-921,2197.5,0,0,0,0.28619
-875.25,-921,2197.5,0,0,0,0.29003
-875.25,-921,2197.5,0,0,0,0.29387
-875.25,-921,2197.5,0,0,0,0.29773
-875.25,-921,2197.5,0,0,0,0.30155
-875.25,-921,2197.5,0,0,0,0.3054
-875.25,-921,2197.5,0,0,0,0.30927
-875.25,-921,2197.5,0,0,0,0.31311
-875.25,-921,2197.5,0,0,0,0.31719
-875.25,-921,2197.5,0,0,0,0.32126
-875.25,-921,2197.5,0,0,0,0.32532
-875.25,-921,2197.5,0,0,0,0.32916
-875.25,-921,2197.5,0,0,0,0.33299
-875.25,-921,2197.5,0,0,0,0.33698
-875.25,-921,2197.5,0,0,0,0.34105
-875.25,-921,2197.5,0,0,0,0.34492
-875.25,-921,2197.5,0,0,0,0.34874
-875.25,-921,2197.5,0,0,0,0.35259
-875.25,-921,2197.5,0,0,0,0.35646
